file_path,ground_truth,checkpoint_pred,transformer_v2_pred,tesseract_pred,checkpoint_wer,transformer_v2_wer,tesseract_wer,checkpoint_cer,transformer_v2_cer,tesseract_cer
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/757.jpg,subsection,aubsation,education,,1,1,1,0.3,0.6,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1204.jpg,existe,existe,soldier,,0,1,1,0,0.8571,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1195.jpg,ishops arrêtés,ishapsorrités,I others artist,,1,1,1,0.2857,0.6667,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2596.jpg,souvenir,suscende,Democrat,,1,1,1,0.625,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/198.jpg,Harvard,Harvend,friend card,Harvard,1,1,0,0.2857,0.7273,0
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/442.jpg,Au,Au,just,,0,1,1,0,0.75,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4196.jpg,Lamb,Lamb,identify,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2576.jpg,Democ Kremlin,DemocKernin,Democ I family,Democ Kremlin,1,0.6667,0,0.3077,0.5,0
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3512.jpg,Khan holidays,Showhedicap,form political,,1,1,1,0.6923,0.7143,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3779.jpg,prevents Bonne,procecoûtsBinco,threat rock blood ok,,1,1,1,0.6,0.8,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3706.jpg,accord,accord,around I,,0,1,1,0,0.75,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/121.jpg,presidency engagement,proficiationsconstrations,mission environmental,,1,1,1,0.76,0.6667,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1101.jpg,anti,anti,until,,0,1,1,0,0.4,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/957.jpg,del,utel,deal,,1,1,1,0.5,0.25,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3524.jpg,bold générer,boldgénérer,build whether,bold générer,1,1,0,0.0833,0.5385,0
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2681.jpg,bene,bene,Congress,,0,1,1,0,0.75,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1358.jpg,maire,maire,magazine,,0,1,1,0,0.5,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4392.jpg,20),20),with,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1924.jpg,reviews towns,recitenslovens,realize lawyer,reviews towns,1,1,0,0.5,0.7143,0
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4444.jpg,Fore,Fore,forget,,0,1,1,0,0.5,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/324.jpg,third,bend,friend,,1,1,1,0.8,0.6667,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2270.jpg,founder,founder,future,,0,1,1,0,0.7143,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/17.jpg,ach,ach,both,,0,1,1,0,0.75,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4390.jpg,décid,décid,difficult,,0,1,1,0,0.7778,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3609.jpg,cerveau muc,conteslymis,somebody miss,,1,1,1,0.7273,0.8462,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/956.jpg,Potter,Potter,painting remember remember,,0,1,1,0,0.8846,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2675.jpg,sortir,sortir,ability,,0,1,1,0,0.8571,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/902.jpg,trés,trés,trade,,0,1,1,0,0.6,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1527.jpg,salt,edic,still,,1,1,1,1,0.6,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1287.jpg,Cal,Cal,could,,0,1,1,0,0.8,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2392.jpg,skills orbit,adisorgic,talk adult,,1,1,1,0.5833,0.75,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2383.jpg,say,say,early,,0,1,1,0,0.6,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/495.jpg,sequ,sequ,could,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1129.jpg,infirm,infirm,billion,,0,1,1,0,0.7143,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2.jpg,ext,ext,card,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/132.jpg,tial,tial,itself,,0,1,1,0,0.6667,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/220.jpg,mented bres,mentivedbres,medical find,,1,1,1,0.25,0.75,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/306.jpg,16,16,kid,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1014.jpg,Ar,Ar,Mrs,,0,1,1,0,0.6667,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2364.jpg,own,own,adult,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1609.jpg,compete,compete,commercial,,0,1,1,0,0.6,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2176.jpg,squ,cou,could,,1,1,1,0.6667,0.8,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2495.jpg,endous,endous,until customer,,0,1,1,0,0.7857,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/728.jpg,forcés,forcés,fund,forces,0,1,1,0,0.8333,0.1667
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1888.jpg,UN,UN,difference remember,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/257.jpg,page,page,pick,,0,1,1,0,0.75,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2621.jpg,exéc,exéc,gas box,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1171.jpg,representative,representative,represent,,0,1,1,0,0.3571,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4418.jpg,tan,tog,floor,,1,1,1,0.6667,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3499.jpg,his,his,like,,0,1,1,0,0.75,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4295.jpg,by,by,Mrs,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3662.jpg,–,cont,I,,1,1,1,1,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1177.jpg,ural,ural,until,,0,1,1,0,0.6,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/545.jpg,prospects,prospects,pressure,,0,1,1,0,0.6667,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/341.jpg,ade parvient,asspainter,kid information,,1,1,1,0.6667,0.8,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/655.jpg,associated,associated,successful,,0,1,1,0,0.9,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3170.jpg,investir,investir,through,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1530.jpg,équipement,équivement,security amount,équipement,1,1,0,0.1,0.6667,0
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4083.jpg,consumed unités,consonnedunoté,consumer until,,1,1,1,0.4,0.2667,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4536.jpg,Aucune,Aucune,according,,0,1,1,0,0.7778,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3645.jpg,held,held,field,,0,1,1,0,0.4,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3889.jpg,pièces,pièces,religious remember run run run run on,,0,1,1,0,0.9459,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4216.jpg,insist,insist,shoulder,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4043.jpg,posted,posted,medical,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3525.jpg,App,App,floor,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/937.jpg,lectures,lectures,business,,0,1,1,0,0.875,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/441.jpg,relaxation beaten,relevationbeator,million sister government,,1,1,1,0.2941,0.76,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3966.jpg,Psalm,Pealm,health remember run run run,,1,1,1,0.2,0.8889,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1953.jpg,prevention,prevention,production,,0,1,1,0,0.4,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1194.jpg,immédiate,immédiate,themselves,,0,1,1,0,0.9,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1082.jpg,HTML,HTM,difference,,1,1,1,0.25,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2239.jpg,France,France,financial international remember,,0,1,1,0,0.875,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4265.jpg,ks,ks,like,,0,1,1,0,0.75,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1236.jpg,suggère,suggère,suddenly,suggere,0,1,1,0,0.75,0.1429
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2347.jpg,combinations openness,combinations,continue address,,0.5,1,1,0.4286,0.5714,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1107.jpg,acquérir,acceautre,possible,,1,1,1,0.6667,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4123.jpg,behave,behave,behind,,0,1,1,0,0.5,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3647.jpg,historique,historique,international,‘Aistorique:,0,1,1,0,0.7692,0.25
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3782.jpg,catégorie infl,catégarit,customer girl,catégorie infl,1,1,0,0.5,0.7143,0
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1040.jpg,tapis indication,fairesspocuration,news blood growth,,1,1,1,0.5882,0.8824,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3615.jpg,immediately abrite,connectionallyaption,democratic debate,,1,1,1,0.75,0.6667,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4309.jpg,ôle,ôle,allow,,0,1,1,0,0.8,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1102.jpg,extrém,actrum,oil light remember can run run,extrém,1,1,0,0.5,0.9,0
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4163.jpg,seminar,seminer,something,,1,1,1,0.1429,0.6667,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1211.jpg,vaccines,vaccines,recognize,,0,1,1,0,0.7778,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1097.jpg,yn,yn,life,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1469.jpg,oting,oring,crime,,1,1,1,0.2,0.8,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/231.jpg,Laf,Laf,I staff,,0,1,1,0,0.7143,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3292.jpg,gran,gran,with,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/94.jpg,Introduction intit,mendactionincl,production middle,,1,1,1,0.5556,0.4444,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/259.jpg,IM,IM,difference,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4289.jpg,Master,Master,future investment room,,0,1,1,0,0.8182,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4389.jpg,Andre,Andre,fly police,,0,1,1,0,0.9,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/729.jpg,representation,representation,responsibility,,0,1,1,0,0.7143,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3989.jpg,usch,usch,usually,,0,1,1,0,0.7143,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2961.jpg,téléphoniques,téléphoniques,suddenly performance,,0,1,1,0,0.85,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4373.jpg,transactions confront,transactions,organization cell fight,,0.5,1,1,0.4286,0.5652,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1629.jpg,LO,LO,it fly,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1658.jpg,1949,1949,difference remember,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/879.jpg,jungle,tongle,forget,,1,1,1,0.3333,0.8333,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4442.jpg,décédé,décédé,difference,,0,1,1,0,0.9,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/369.jpg,Qa,Qa,Democ,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2946.jpg,An,Bn,Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr Mr,,1,1,1,0.5,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3741.jpg,ourg,ourg,ability,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3250.jpg,LA,LA,likely,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3161.jpg,lauré,lauré,federal,fauré,0,1,1,0,0.8571,0.2
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1479.jpg,such,such,adult,,0,1,1,0,0.8,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/599.jpg,Communications,Communications,administration,,0,1,1,0,0.5714,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2829.jpg,And,And,I red,,0,1,1,0,0.8,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2301.jpg,equipment,equipment,environmental,,0,1,1,0,0.5385,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4257.jpg,dernières,dernières,themselves,derniéres,0,1,1,0,0.7,0.1111
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1942.jpg,organ,organ,probably remember run run run,,0,1,1,0,0.8966,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2971.jpg,thinking,thinking,shoulder,,0,1,1,0,0.875,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2954.jpg,Often,Often,whom,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/712.jpg,saut renomm,saverpenomm,start economy,,1,1,1,0.3636,0.4615,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2618.jpg,Un,Un,film,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1534.jpg,prince,prince,almost,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4355.jpg,illust,illust,affect,,0,1,1,0,0.8333,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/484.jpg,Same,Same,camera,,0,1,1,0,0.5,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1423.jpg,teams,teams,business,,0,1,1,0,0.875,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2770.jpg,Content stands,Contentsconds,Democrat service,,1,1,1,0.2143,0.8125,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3537.jpg,AF,AF,a I a a a a I a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1700.jpg,accepter,accepter,president remember,,0,1,1,0,0.7778,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/762.jpg,éclair,éclair,suddenly,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2477.jpg,Membres,Membres,themselves,,0,1,1,0,0.6,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/326.jpg,respectant,respectant,respond stand,,0,1,1,0,0.4615,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/243.jpg,custom,custom,cold common I car,,0,1,1,0,0.8235,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3507.jpg,amas,amas,product,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/922.jpg,passed,passed,financial,,0,1,1,0,0.8889,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2658.jpg,abor,abor,door,,0,1,1,0,0.5,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3623.jpg,generally,parably,agency offer,,1,1,1,0.5556,0.75,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1292.jpg,subscribers,subscribers,follow almost,,0,1,1,0,0.9231,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3322.jpg,BR meth,meth,air really,,0.5,1,1,0.4286,0.8,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3513.jpg,shocking,shocking,administration,,0,1,1,0,0.8571,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/316.jpg,dose,dose,affect,,0,1,1,0,0.8333,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2890.jpg,NS,NS,difference,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/3485.jpg,parall,parall,special,,0,1,1,0,0.7143,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/163.jpg,indre,constre,Republican,,1,1,1,0.5714,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/40.jpg,equipment,equipment,southern car,,0,1,1,0,0.8333,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1476.jpg,Mod,Mod,blood,,0,1,1,0,0.6,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/647.jpg,turnover,turnover,kitchen,,0,1,1,0,0.875,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/232.jpg,considère,considère,candidate,,0,1,1,0,0.4444,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2461.jpg,Mem,Man,future,,1,1,1,0.6667,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1560.jpg,send Sam,spectCom,send agent,,1,0.5,1,0.75,0.5,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/21.jpg,gamme,gamme,common,,0,1,1,0,0.6667,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/2792.jpg,illing,illing,difference difference,,0,1,1,0,0.8571,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1282.jpg,illons,Aling,during,,1,1,1,0.6667,0.8333,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/792.jpg,Histor,Histor,Republican remember,,0,1,1,0,0.8947,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1396.jpg,44,44,I I,,0,1,1,0,1,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/4219.jpg,De,De,Democ,,0,1,1,0,0.6,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/171.jpg,faced (9,fored(9,blood life,faced (9,1,1,0,0.375,0.8,0
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/434.jpg,coup,coup,coach,,0,1,1,0,0.6,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/1649.jpg,uds loyal,udsbaral,dark blood,,1,1,1,0.4444,0.8,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/164.jpg,assez vétérinaire,assezvétériaire,pass determine,,1,1,1,0.1176,0.5882,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/374.jpg,spéciales,spéciales,candidate remember car run run,,0,1,1,0,0.9,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/78.jpg,arrête,arrête,girl edge,,0,1,1,0,0.7778,1
/home/jasroop.dhindsa/token-ocr-eval/finetune_v1/gradual/new_evaluation_blur/872.jpg,bateaux,partouv,somebody,,1,1,1,0.7143,0.875,1
